,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,日期,项目编号,城市,项目名称,单价,单位,数量(2人）,小计（2人）,数量(4人）,小计（4人）,备注,,日期,3星级,4星,5星,,,,,,
,Day 1,-,上海,自由活动/接机,150,-,1,150,1,150,,,Day 1,550,900,1400,,,,,,
,Day 2,SH-GUIDE-01,上海,英文导游,1200,天,1,1200,1,1200,,,Day 2,300,400,1200,,,,,,
,Day 2,SH-TRANS-06,上海,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,Day 3,300,400,1200,,,,,,
,Day 2,SH-TRANS-02,上海,7座车市内包车,800,天,0,0,1,800,,,Day 4,300,400,1200,,,,,,
,Day 2,SH-TICKET-04,上海,静安寺门票,50,人,2,100,4,200,中共一大免费,,Day 5,400,500,1200,,,,,,
,Day 2,MULTI-FLIGHT-01,上海-张家界,经济舱机票,700,人,2,1400,4,2800,"10月11月：16:30/17:15交替出发
1月：19:10出发",,Day 6,400,500,1200,,,,,,
,Day 3,ZJJ-GUIDE-01,张家界,英文导游,700,天,1,700,1,700,,,Day 7,400,600,800,,,,,,
,Day 3,ZJJ-TRANS-05,张家界,滴滴快车,200,天,1,200,0,0,含50人民币空间,,Day 8,400,600,800,,,,,,
,Day 3,ZJJ-TRANS-02,张家界,7座车包车,650,天,0,0,1,650,,,Day 9,400,500,1200,,,,,,
,Day 3,ZJJ-TICKET-01,张家界,天门山门票,278,人,2,556,4,1112,含缆车,,Day 10,400,500,1200,,,,,,
,Day 4,ZJJ-GUIDE-01,张家界,英文导游,700,天,1,700,1,700,,,Day 11,550,800,1000,,,,,,
,Day 4,ZJJ-TRANS-05,张家界,滴滴快车,200,天,1,200,0,0,含50人民币空间,,Day 12,550,800,1000,,,,,,
,Day 4,ZJJ-TRANS-02,张家界,7座车包车,650,天,0,0,1,650,,,Day 13,550,800,1000,,,,,,
,Day 4,ZJJ-TICKET-02,张家界,森林公园门票,227,人,2,454,4,908,,,Day 14,-,-,-,,,,,,
,Day 4,ZJJ-TICKET-03,张家界,门票百龙天梯单程,65,人,2,130,4,260,森林公园内交通工具,,,,,,,,,,,
,Day 4,ZJJ-TICKET-05,张家界,门票天子山索道单程,72,人,2,144,4,288,森林公园内交通工具,,,,,,,,,,,
